ETG4842 ETG29382
ETG50522 ETG114244
ETG50522 ETG66028
ETG50522 ETG60374
ETG50522 ETG501083
ETG50522 ETG298771
ETG50522 ETG362809
ETG50522 ETG29668
ETG50522 ETG29669
ETG50522 ETG29673
ETG50522 ETG25581
ETG50522 ETG117263
ETG50522 ETG117262
ETG50522 ETG29677
ETG50522 ETG29425
ETG50522 ETG65138
ETG50522 ETG307821
ETG50522 ETG365388
ETG50522 ETG302973
ETG50522 ETG364382
ETG50522 ETG313876
ETG50522 ETG362923
ETG50522 rCG_59132
ETG50522 ETG116724
ETG50522 ETG29704
ETG50522 ETG25023
ETG50522 ETG170538
ETG50522 ETG24681
ETG50522 ETG85327
ETG50522 ETG171114
ETG50522 ETG117281
ETG50522 rCG_44915
ETG50522 ETG360921
ETG50522 ETG303786
ETG50522 ETG83629
ETG50522 ETG498704
ETG50522 ETG29495
ETG50522 ETG363930
ETG50522 ETG309158
ETG50522 ETG363823
ETG50522 ETG295251
ETG50522 ETG25630
ETG50522 ETG25183
ETG50522 ETG29662
ETG50522 ETG54190
ETG50522 ETG80754
ETG50522 ETG361381
ETG50522 ETG298012
ETG50522 ETG308869
ETG50522 ETG192117
ETG50522 ETG308875
ETG50522 ETG363875
ETG50522 ETG94197
ETG50522 rCG_48149
ETG50522 ETG171058
ETG50522 ETG84379
ETG50522 ETG266688
ETG50522 ETG81757
ETG50522 ETG116546
ETG50522 ETG192213
ETG50522 ETG304978
ETG50522 ETG498002
ETG50522 ETG501052
ETG50522 ETG311405
ETG50522 ETG57298
ETG50522 ETG308322
ETG50522 ETG287709
ETG50522 ETG685451
ETG50522 ETG360609
ETG50522 ETG309010
ETG50522 ETG680955
ETG50522 ETG307382
ETG50522 ETG114117
ETG50522 ETG192179
ETG50522 ETG100196907
ETG50522 ETG297113
ETG50522 rCG_52629
ETG50522 ETG310207
ETG50522 ETG100360426
ETG50522 ETG362504
ETG50522 ETG297406
ETG50522 ETG679934
ETG50522 ETG289990
ETG50522 ETG100360342
ETG50522 ETG29496
ETG50522 ETG24699
ETG50522 ETG24718
ETG50522 ETG361050
ETG50522 ETG54296
ETG50522 rCG_20198
ETG50522 ETG309912
ETG50522 ETG361181
ETG50522 ETG360678
ETG50522 ETG307459
ETG50522 ETG64373
ETG50522 ETG29562
ETG50522 ETG266780
ETG50522 ETG308900
ETG50522 ETG305021
ETG50522 ETG58948
ETG50522 ETG25252
ETG50522 ETG116486
ETG50522 ETG29521
ETG50522 ETG65171
ETG50522 ETG116727
ETG50522 ETG305227
ETG50522 ETG64551
ETG50522 ETG303135
ETG50522 ETG83788
ETG50522 ETG29432
ETG50522 ETG24673
ETG50522 ETG24674
ETG50522 ETG24668
ETG50522 ETG363707
ETG50522 ETG690345
ETG50522 ETG307926
ETG50522 ETG315789
ETG50522 ETG498234
ETG50522 ETG501841
ETG50522 ETG361120
ETG50522 ETG308393
ETG50522 ETG362353
ETG50522 ETG682105
ETG50522 ETG362477
ETG50522 ETG309053
ETG50522 ETG305240
ETG50522 ETG315798
ETG50522 ETG363858
ETG50522 ETG363274
ETG50522 ETG64667
ETG50522 ETG294708
ETG50522 ETG25012
ETG50522 ETG79212
ETG50522 ETG79213
ETG50522 ETG116509
ETG50522 ETG81574
ETG50522 ETG24766
ETG50522 rCG_26412
ETG50522 ETG29710
ETG50522 ETG25349
ETG50522 ETG245956
ETG50522 ETG29715
ETG50522 ETG140447
ETG50522 ETG84550
ETG50522 ETG24211
ETG50522 ETG24212
ETG50522 ETG24213
ETG50522 ETG25650
ETG50522 ETG252919
ETG50522 ETG613226
ETG50522 ETG81826
ETG50522 ETG29502
ETG50522 ETG171373
ETG50522 ETG64846
ETG50522 ETG24778
ETG50522 ETG25551
ETG50522 ETG64559
ETG50522 ETG84511
ETG50522 ETG684097
ETG50522 ETG499314
ETG50522 ETG64159
ETG50522 ETG305614
ETG50522 ETG287280
ETG50522 ETG94338
ETG50522 ETG56029
ETG50522 ETG498798
ETG50522 ETG29246
ETG50522 ETG287545
ETG50522 ETG301535
ETG50522 ETG192277
ETG50522 ETG24949
ETG50522 ETG29179
ETG50522 ETG117559
ETG50522 ETG117556
ETG50522 ETG29205
ETG50522 ETG85238
ETG50522 ETG64531
ETG50522 ETG60324
ETG50522 ETG25716
ETG50522 ETG60568
ETG50522 ETG80977
ETG50522 ETG24805
ETG50522 ETG25731
ETG50522 ETG54309
ETG50522 ETG24771
ETG50522 ETG116470
ETG50522 ETG24923
ETG50522 ETG60562
ETG50522 ETG60466
ETG50522 ETG59074
ETG50522 ETG25558
ETG50522 ETG29219
ETG50522 ETG113893
ETG50522 ETG307474
ETG50522 ETG24818
ETG50522 ETG295230
ETG50522 ETG298532
ETG50522 ETG309196
ETG50522 ETG116484
ETG50522 ETG117514
ETG50522 ETG140922
ETG50522 ETG362788
ETG50522 ETG362599
ETG50522 ETG191576
ETG50522 ETG83688
ETG50522 ETG302593
ETG50522 ETG288533
ETG50522 ETG116698
ETG50522 ETG64678
ETG50522 ETG64524
ETG50522 ETG362301
ETG50522 ETG312132
ETG50522 ETG171411
ETG50522 ETG306349
ETG50522 ETG24849
ETG50522 ETG81815
ETG50522 ETG362855
ETG50522 ETG58814
ETG50522 ETG24851
ETG50522 ETG314442
ETG50522 ETG498545
ETG50522 ETG316531
ETG50522 ETG498736
ETG50522 ETG296554
ETG50522 ETG29214
ETG50522 ETG291966
ETG50522 ETG64158
ETG50522 ETG316221
ETG50522 ETG304315
ETG50522 ETG364729
ETG50522 ETG79113
ETG50522 ETG81515
ETG50522 ETG65037
ETG50522 ETG25528
ETG50522 ETG114590
ETG50522 ETG317396
ETG50522 ETG310306
ETG50522 ETG290864
ETG50522 ETG29545
ETG50522 ETG291796
ETG50522 ETG313427
ETG50522 ETG304150
ETG50522 rCG_23277
ETG50522 ETG297593
ETG50522 ETG363445
ETG50522 ETG363982
ETG50522 ETG293705
ETG50522 ETG314432
ETG50522 ETG361831
ETG50522 ETG363836
ETG50522 ETG116725
ETG50522 ETG303689
ETG50522 ETG679949
ETG50522 ETG26295
ETG50522 ETG298410
ETG50522 ETG305923
ETG50522 ETG361833
ETG50522 ETG364154
ETG50522 ETG298201
ETG50522 ETG297109
ETG50522 ETG266609
ETG50522 ETG54301
ETG50522 ETG290851
ETG50522 ETG361846
ETG50522 ETG64516
ETG50522 ETG25218
ETG50522 ETG289229
ETG50522 ETG116643
ETG50522 ETG25624
ETG50522 ETG29528
ETG50522 ETG85491
ETG50522 rCG_54113
ETG50522 ETG84487
ETG50522 ETG81818
ETG50522 ETG305679
ETG50522 ETG24877
ETG50522 ETG83529
ETG50522 ETG83532
ETG50522 ETG140729
ETG50522 ETG24239
ETG50522 ETG257648
ETG50522 ETG29738
ETG50522 ETG29757
ETG50522 ETG117596
ETG50522 ETG297566
ETG50522 ETG360950
ETG50522 ETG294568
ETG50522 ETG170751
ETG50522 ETG311098
ETG50522 ETG257644
ETG288275 ETG25489
ETG288275 ETG25489
ETG25489 ETG288275
ETG1018 ETG114851
ETG1018 ETG83571
ETG1017 ETG114851
ETG1017 ETG83571
ETG83571 ETG1018
RP11-8N6.1 ETG60581
ETG364878 ETG50522
ETG362849 ETG50522
ETG362849 ETG364878
ETG362849 ETG60562
ETG25441 ETG116590
ETG25441 ETG170538
ETG363875 ETG116590
ETG363875 ETG170538
ETG25316 ETG81515
ETG25316 ETG24185
ETG299331 ETG25316
ETG299331 ETG24185
ETG299331 ETG81515
ETG299331 ETG24329
ETG299331 ETG170538
ETG311860 ETG294568
ETG294568 ETG25636
ETG294568 ETG311860
ETG114590 ETG305604
ETG114590 ETG50594
ETG140941 ETG116554
ETG24803 RP23-142F14.2
ETG25252 ETG29161
ETG29161 ETG25252
ETG25252 ETG25470
ETG29161 ETG25470
ETG25470 ETG25252
ETG25470 ETG29161
ETG58946 ETG20562
ETG81517 ETG114486
ETG81517 ETG24703
ETG81517 ETG64363
ETG293621 ETG114486
ETG293621 ETG24703
ETG293621 ETG64363
ETG29630 ETG114486
ETG29630 ETG114486
ETG114486 ETG29630
ETG114486 ETG56011
ETG29564 ETG29167
ETG29564 ETG299850
ETG314856 ETG84482
ETG81650 ETG4792
ETG25275 YJL087C
ETG25400 ETG2997
ETG8648 ETG25149
ETG64159 ETG29715
ETG29715 ETG25399
ETG29715 ETG24212
ETG29715 ETG24213
ETG29715 ETG362036
ETG29715 ETG64159
ETG24211 ETG29598
ETG24211 ETG362036
ETG24211 ETG361833
ETG29715 ETG305614
ETG29715 ETG29693
ETG29715 ETG25262
ETG24212 ETG25262
ETG24213 ETG25262
ETG24212 ETG29715
ETG24213 ETG29715
ETG24212 ETG29598
ETG24212 ETG362036
ETG24213 ETG362036
ETG24212 ETG64159
ETG24213 ETG64159
ETG24212 ETG305614
ETG64159 ETG362036
ETG64159 ETG305614
ETG64159 ETG25262
ETG305614 ETG29715
ETG305614 ETG362036
ETG305614 ETG64159
ETG305614 ETG25262
ETG305614 ETG25399
ETG362036 ETG305614
ETG362036 ETG29715
ETG362036 ETG64159
ETG25262 ETG305614
ETG25262 ETG29715
ETG25262 ETG24213
ETG25262 ETG362036
ETG25262 ETG64159
ETG24890 ETG60445
rCG_20808 ETG60445
rCG_20808 ETG24855
ETG8178 ETG363633
ETG8178 ETG289561
ETG8178 ETG361365
ETG8178 ETG364834
ETG8178 ETG690966
ETG8178 ETG83503
ETG8178 ETG117017
ETG8178 rCG_36803
ETG8178 ETG292778
ETG8178 ETG288588
ETG8178 ETG100363176
ETG8178 ETG502374
ETG7514 ETG24655
ETG7514 ETG171503
ETG266601 NCU02250
ETG266601 NCU02250
ETG81641 ETG116685
ETG25359 ETG116685
ETG81641 ETG81818
ETG16452 ETG89817
ETG89817 ETG16452
ETG89817 ETG5159
ETG89817 ETG16452
ETG16452 ETG24918
ETG54292 RP23-81D5.2
ETG54292 ETG26396
ETG295052 ETG84353
ETG25729 ETG84353
ETG362817 ETG84353
ETG362817 ETG291145
ETG295052 ETG84353
ETG25729 ETG84353
ETG295052 ETG291145
ETG25729 ETG291145
RP3-355C18.4 ETG25404
RP3-355C18.4 ETG64158
RP3-355C18.4 ETG29718
RP3-355C18.4 ETG362242
RP3-355C18.4 ETG362715
RP3-355C18.4 ETG307548
RP3-355C18.4 ETG363425
ETG24336 ETG24514
ETG24514 ETG25493
ETG171128 ETG171128
ETG29244 ETG171128
ETG25400 ETG89789
ETG25636 ETG89789
ETG116549 ETG89789
ETG301245 ETG362699
ETG362699 ETG301245
ETG25236 ETG20423
ETG2288 ETG24413
ETG60352 ETG4137
ETG25468 ETG500105
ETG29738 ETG500105
ETG500105 ETG25468
ETG29738 ETG25468
ETG24416 ETG25400
ETG24415 ETG25400
ETG25400 ETG24417
ETG25400 ETG81672
ETG14823 ETG300772
ETG14823 ETG83422
ETG14823 ETG298317
ETG14823 ETG301442
ETG14823 ETG362827
ETG17178 ETG24211
ETG17178 ETG24216
ETG24211 ETG108017
ETG81740 ETG24245
ETG24245 ETG64515
ETG24245 ETG29753
ETG24245 ETG252921
ETG64515 ETG24245
ETG83765 ETG4692
ETG83765 ETG4692
ETG308690 ETG83765
ETG83765 ETG308690
ETG114509 ETG301252
ETG114509 ETG114562
ETG24654 ETG11946
ETG24654 ETG12346
ETG24654 ETG12631
ETG24654 ETG13628
ETG24654 ETG53356
ETG24654 RP23-172M21.7
ETG24654 ETG208691
ETG24654 ETG15526
ETG24654 ETG16906
ETG24654 RP23-290B5.2
ETG24654 ETG17220
ETG24654 ETG23983
ETG24654 ETG231887
ETG24654 RP23-418D21.3
ETG24654 mCG_123291
ETG24654 ETG67186
ETG24654 RP24-535O17.1
ETG24654 ETG20054
ETG24654 ETG19384
ETG24654 ETG66870
ETG24654 ETG67332
ETG24654 RP23-468A19.7
ETG24654 ETG20383
ETG24654 ETG22335
ETG24654 RP24-191C1.1
ETG24654 ETG11842
ETG24654 ETG11843
ETG24654 ETG26900
ETG24654 ETG110957
ETG24654 ETG13211
ETG24654 ETG13665
ETG24654 ETG73830
ETG24654 ETG13682
ETG24654 ETG15568
ETG24654 ETG51788
ETG24654 ETG110611
ETG24654 ETG319189
ETG24654 RP23-462P2.4
ETG24654 ETG319190
ETG24654 ETG382522
ETG24654 RP23-9O16.11
ETG24654 mCG_144566
ETG24654 ETG97165
ETG24654 RP23-79E13.1
ETG24654 ETG15387
ETG24654 ETG17938
ETG24654 ETG72900
ETG24654 RP23-323L8.2
ETG24654 ETG12034
ETG24654 ETG67738
ETG24654 RP23-372E6.2
ETG24654 ETG56040
ETG24654 ETG67115
ETG24654 RP23-205G15.1
ETG24654 ETG27367
ETG24654 ETG19944
ETG24654 ETG114641
ETG24654 ETG67891
ETG24654 ETG267019
ETG24654 ETG20068
ETG24654 ETG20088
ETG24654 RP23-261D24.1
ETG24654 RP23-286I5.1
ETG24654 ETG73333
ETG24654 RP23-392H19.10-007
ETG24654 ETG56403
ETG24654 RP23-331P21.5
ETG24654 ETG20024
ETG24654 ETG59069
ETG24654 ETG22334
ETG24654 ETG56456
ETG24654 ETG217737
ETG24654 RP23-117B19.3
ETG24654 ETG11747
ETG24654 ETG11792
ETG24654 ETG67979
ETG24654 ETG11950
ETG24654 RP23-380B14.2
ETG24654 mCG_114993
ETG24654 ETG12349
ETG24654 ETG12461
ETG24654 ETG12468
ETG24654 RP23-246F18.2
ETG24654 ETG107932
ETG24654 RP23-421E12.10-001
ETG24654 ETG234594
ETG24654 ETG432508
ETG24654 RP23-452D3.3
ETG24654 RP24-334I20.1
ETG24654 ETG22791
ETG24654 RP23-151A15.2
ETG24654 RP24-297H17.12-003
ETG24654 ETG75705
ETG24654 RP23-436K3.1
ETG24654 ETG14265
ETG24654 MNCb-1706
ETG24654 RP23-336J1.4
ETG24654 RP23-349I9.4
ETG24654 ETG15288
ETG24654 RP23-478M17.2
ETG24654 RP23-374O4.1
ETG24654 ETG15382
ETG24654 ETG15381
ETG24654 ETG15441
ETG24654 RP23-170A23.5
ETG24654 ETG16649
ETG24654 RP23-81D2.3
ETG24654 ETG17089
ETG24654 ETG17192
ETG24654 ETG17448
ETG24654 ETG66108
ETG24654 RP23-147D3.3
ETG24654 RP23-378I13.1
ETG24654 ETG18150
ETG24654 ETG101706
ETG24654 ETG53319
ETG24654 RP23-275P21.1
ETG24654 ETG18521
ETG24654 RP23-42P20.4
ETG24654 ETG18648
ETG24654 RP23-385C16.3
ETG24654 RP23-198N14.9
ETG24654 ETG19045
ETG24654 RP23-177C18.2
ETG24654 RP23-395K13.3
ETG24654 ETG21672
ETG24654 ETG11758
ETG24654 RP23-239O19.3
ETG24654 ETG19387
ETG24654 RP23-436K3.4
ETG24654 ETG76808
ETG24654 RP23-328K2.2
ETG24654 ETG19946
ETG24654 ETG19951
ETG24654 ETG20005
ETG24654 RP23-24J10.1
ETG24654 ETG66475
ETG24654 ETG20133
ETG24654 ETG81898
ETG24654 ETG18674
ETG24654 ETG20586
ETG24654 RP23-419G22.4
ETG24654 ETG20641
ETG24654 ETG107686
ETG24654 RP23-443G7.6
ETG24654 RP23-174D24.5
ETG24654 RP23-273G23.1
ETG24654 RP23-373N8.7
ETG24654 RP23-124L1.8
ETG24654 RP23-195K8.11-001
ETG24654 ETG21917
ETG24654 ETG223696
ETG24654 ETG21991
ETG24654 ETG108989
ETG24654 ETG22070
ETG24654 ETG67958
ETG24654 ETG22273
ETG24654 ETG65114
ETG24654 RP24-363D14.2
ETG24654 ETG13628
ETG24654 ETG12034
ETG12034 ETG24654
RP23-81D2.3 ETG24654
ETG24654 RP23-81D2.3
ETG24654 RP23-170A23.5
ETG24654 ETG16649
RP23-170A23.5 ETG24654
ETG16649 ETG24654
ETG20383 ETG24654
ETG112295 ETG24654
ETG13628 ETG24654
ETG24654 ETG20383
ETG24654 ETG112295
ETG366310 PIG55
ETG366310 ETG51808
ETG366310 ETG7514
ETG51808 ETG366310
ETG7514 ETG366310
ETG24612 RP23-105O4.1
ETG25283 ETG29739
ETG29424 ETG29214
RP23-84C12.18-001 ETG84685
ETG81727 ETG25573
ETG81727 ETG25617
ETG81727 ETG287444
ETG81727 ETG122772
ETG81727 ETG81727
ETG81727 ETG25573
ETG81727 ETG122772
ETG25404 ETG24592
ETG192348 ETG303553
ETG316009 ETG362993
ETG316009 ETG295588
ETG192348 ETG682507
ETG192348 ETG682507
ETG192348 ETG303553
ETG29581 ETG24180
ETG24680 RP11-537A6.8
ETG25023 RP11-537A6.8
ETG24681 RP11-537A6.8
ETG366949 ETG81649
ETG24412 ETG25489
ETG17999 ETG24412
ETG192234 ETG7316
ETG7316 ETG192234
ETG192234 ETG17999
ETG192234 ETG17999
ETG17999 ETG192234
ETG56816 ETG56816
ETG56816 ETG7332
ETG8678 ETG192129
ETG8678 ETG192129
ETG8678 ETG192129
ETG192129 ETG8678
ETG192129 ETG5289
ETG171500 ETG300923
ETG171500 ETG300923
ETG171500 ETG65274
ETG65274 ETG171500
ETG171500 ETG59087
ETG59087 ETG171500
ETG171500 ETG295284
ETG171500 ETG55110
ETG65192 ETG215
ETG64465 ETG29432
ETG29432 ETG29432
ETG29432 ETG24547
ETG29432 ETG64465
ETG29431 ETG64465
ETG29431 ETG64465
ETG25467 ETG113894
ETG113894 ETG25467
ETG113894 ETG25467
ETG56029 ETG282843
ETG56029 ETG24804
ETG5493 ETG81818
ETG24468 ETG7266
ETG24468 ETG7265
ETG24468 ETG6449
ETG24468 ETG10963
ETG24681 BOS_19251
ETG24681 BOS_21938
ETG24681 BOS_21872
ETG291874 ETG65274
ETG25404 ETG363425
ETG246212 ETG361765
ETG246212 ETG50522
ETG83499 ETG252921
ETG83499 ETG29753
ETG83499 ETG25261
ETG83499 ETG25596
ETG83499 ETG365388
YBR136W ETG116636
ETG367218 ETG361391
ETG83785 ETG246331
ETG1796 ETG192117
ETG1796 ETG300955
ETG18783 ETG81818
ETG291981 ETG18226
ETG113894 BOS_21285
ETG113894 BOS_7801
ETG113894 BOS_17749
ETG113894 BOS_7034
ETG113894 BOS_1976
ETG113894 BOS_12356
ETG113894 ETG229285
ETG229285 ETG113894
ETG229285 ETG113894
ETG314637 ETG229285
ETG314637 ETG229285
rCG_32645 ETG50522
ETG29659 ETG29665
ETG29659 ETG29665
ETG113894 RP11-181G12.1
ETG113894 ETG25522
ETG25132 ETG4218
ETG25132 ETG4218
ETG25132 ETG8766
ETG25513 ETG25467
ETG25513 ETG84021
ETG25513 ETG170911
ETG84021 ETG25513
ETG311860 ETG311860
ETG311860 ETG81504
ETG64462 SPBC244.01c
Dmel_CG5360 ETG25729
ETG25125 ETG29468
ETG287454 ETG653361
ETG3643 ETG81504
ETG3643 ETG24446
RP11-307C12.1 ETG24446
RP11-307C12.1 ETG81504
ETG25522 ETG397785
ETG25522 ETG398985
ETG25522 ETG379991
ETG311786 ETG50522
ETG25522 ETG170851
ETG25522 ETG58960
ETG25522 ETG446833
ETG24703 ETG446833
ETG170851 ETG398985
ETG58960 ETG398985
ETG170851 ETG397785
ETG58960 ETG397785
ETG24329 ETG85385
ETG24329 ETG81504
ETG24329 ETG361388
ETG302938 AT4G31730
ETG302938 AT4G25760
ETG302938 AT5G57685
ETG302938 AT5G24920
ETG302938 AT4G31730
ETG25522 ETG25522
ETG84006 ETG84006
ETG305251 ETG314856
ETG314856 ETG305251
ETG25097 ETG50646
ETG50646 ETG25097
ETG83805 ETG25097
RP23-306D20.12-001 ETG29146
RP23-306D20.12-001 ETG29147
ETG25060 RP11-229P13.6
ETG25060 ETG3952
ETG25060 ETG2896
ETG25060 ETG3487
ETG25060 RP1-134O19.2
ETG25060 RP11-229P13.6
ETG25060 ETG3952
ETG25060 ETG2896
ETG25060 ETG3487
ETG25060 RP1-134O19.2
ETG25059 RP11-229P13.6
ETG25059 ETG3487
ETG25059 RP1-134O19.2
RP11-229P13.6 ETG25059
ETG3487 ETG25059
RP1-134O19.2 ETG25059
RP11-229P13.6 ETG25060
ETG3487 ETG25060
RP1-134O19.2 ETG25060
ETG2896 ETG25060
ETG3952 ETG25060
ETG25060 ETG25526
ETG25060 ETG360622
ETG25060 ETG313666
ETG25060 ETG29143
ETG25060 ETG25608
ETG25608 ETG25526
ETG25608 ETG360622
ETG25608 ETG313666
ETG25608 ETG29143
ETG25608 ETG25060
tcag7.78 ETG64525
tcag7.78 ETG24818
ETG94202 ETG83805
ETG94202 ETG83805
ETG85385 ETG54259
ETG312477 ETG54259
ETG312477 ETG25676
ETG54259 ETG289211
ETG54259 ETG312477
ETG54259 ETG25316
ETG14130 ETG54259
ETG13448 ETG54259
ETG363854 ETG29527
ETG363854 ETG24617
ETG363854 ETG29527
ETG363854 ETG24617
ETG24617 ETG170538
ETG25330 ETG25557
ETG25330 ETG64822
ETG25330 ETG64822
ETG64822 ETG25330
ETG25330 ETG25557
ETG192218 ETG24653
ETG29659 ETG116563
ETG24392 rCG_20808
ETG24392 ETG140662
ETG24392 ETG362401
ETG24392 ETG29437
ETG24392 ETG64303
ETG24392 ETG29338
ETG24392 ETG29288
ETG24392 ETG25578
ETG24392 ETG25380
ETG24392 ETG81768
ETG24392 ETG24189
ETG24392 ETG296197
ETG24392 ETG64306
ETG24392 ETG295347
ETG24392 ETG300033
ETG24392 ETG24192
ETG24392 ETG56611
ETG24392 ETG64205
ETG24392 ETG287379
ETG24392 ETG297518
ETG24392 ETG24588
ETG24392 ETG25390
ETG24392 ETG171374
ETG24392 ETG287986
ETG24392 ETG84509
ETG24392 ETG287877
ETG24392 ETG300228
ETG24392 ETG365388
ETG24392 ETG288666
ETG24392 ETG29282
ETG24392 ETG63836
ETG24392 ETG64313
ETG24392 ETG308759
ETG24392 ETG291874
ETG24392 ETG29286
ETG24392 ETG24688
ETG24392 ETG117254
ETG24392 ETG54241
ETG24392 ETG311671
ETG24392 ETG29139
ETG24392 ETG56646
ETG24392 ETG29565
ETG24392 ETG293725
ETG24392 ETG364716
ETG24392 ETG24786
ETG24392 ETG289257
ETG24392 ETG299331
ETG24392 ETG81818
ETG24392 ETG360854
ETG24392 ETG83613
ETG24392 ETG301458
ETG24392 ETG299872
ETG24392 ETG289820
ETG24392 ETG140655
ETG24392 ETG63868
ETG24392 ETG25287
ETG24392 ETG84496
ETG24392 ETG288620
ETG24392 ETG170670
ETG24392 ETG29468
ETG24392 ETG25630
ETG24392 ETG116685
ETG24392 ETG29366
ETG24392 ETG29271
ETG24392 ETG25518
ETG24392 ETG29236
ETG24392 ETG290868
ETG24392 ETG305332
ETG24392 ETG116483
ETG24392 ETG680522
ETG24392 ETG64158
ETG24392 rCG_34296
ETG24392 ETG493810
ETG24392 ETG58819
ETG24392 ETG691149
ETG24392 ETG81664
ETG24392 ETG25697
ETG24392 ETG29213
ETG24392 ETG361791
ETG24392 ETG140661
ETG24392 ETG293448
ETG24392 ETG64371
ETG24392 ETG291671
ETG24392 ETG24383
ETG24392 ETG361527
ETG24392 ETG301252
ETG24392 ETG296554
ETG24392 ETG362332
ETG24392 ETG24468
ETG24392 ETG307351
ETG24392 ETG113898
ETG24392 rCG_43821
ETG24392 ETG79256
ETG24392 ETG288064
ETG24392 ETG85492
ETG24392 ETG287984
ETG24392 ETG25617
ETG24392 ETG307821
ETG24392 ETG83531
ETG24392 ETG362182
ETG24392 ETG24333
ETG24392 ETG25176
ETG24392 ETG85333
ETG24392 ETG24211
ETG24392 ETG24392
ETG24392 ETG363150
ETG24392 ETG287446
ETG24392 ETG308901
ETG24392 ETG84013
ETG308901 ETG24392
ETG308901 ETG7321
ETG308901 ETG24392
ETG50522 ETG24392
ETG4846 rCG_20808
ETG29496 ETG23521
ETG29496 ETG23521
ETG29496 ETG23521
ETG81657 ETG50522
ETG83633 ETG50522
ETG81657 ETG83633
ETG292464 ETG24818
ETG292464 ETG192277
ETG292464 ETG25558
ETG292464 ETG360921
ETG292464 ETG24644
ETG292464 ETG114764
ETG292464 ETG25595
ETG292464 ETG291852
ETG292464 ETG24479
ETG292464 ETG24472
ETG292464 ETG24468
ETG292464 ETG301252
ETG292464 ETG299331
ETG292464 ETG24701
ETG292464 ETG25416
ETG292464 ETG300250
ETG24598 ETG50522
ETG287155 ETG24598
ETG287155 ETG24472
ETG24392 ETG25489
ETG24392 ETG50522
ETG50522 ETG24768
ETG24185 ETG84027
ETG314621 ETG299331
ETG314621 ETG114562
ETG65180 ETG56817
ETG274 ETG140694
ETG140639 ETG22230
ETG140639 RP23-124L1.5
ETG140639 RP23-124L1.5
ETG140639 ETG22230
ETG25150 ETG25414
ETG245922 ETG53372
ETG65274 ETG53372
ETG24413 ETG50522
ETG24413 ETG287155
ETG24413 ETG314856
ETG81715 ETG362301
ETG59312 ETG59312
ETG81859 ETG59312
ETG64159 ETG59312
ETG29560 ETG50522
ETG29560 ETG58921
ETG29560 ETG298696
ETG298696 ETG29560
ETG690244 ETG24705
ETG300860 ETG24705
ETG300860 ETG24705
ETG117268 ETG29738
ETG140930 ETG63879
ETG63879 ETG288753
ETG54245 ETG360820
ETG54245 ETG25414
ETG54245 ETG500985
ETG29644 ETG24410
ETG24408 ETG24410
ETG362849 ETG65033
ETG362849 ETG60562
ETG362849 ETG59074
ETG362849 ETG364033
ETG83569 ETG308578
ETG360926 ETG304000
ETG8647 ETG308578
ETG8647 ETG116563
ETG29548 ETG24414
ETG29548 ETG81827
ETG81827 ETG24414
ETG81827 ETG24414
ETG81827 ETG29548
ETG81827 ETG29548
ETG81631 ETG257648
ETG81631 ETG25297
ETG257648 ETG363836
ETG84578 ETG24252
ETG24252 ETG84578
ETG24252 ETG301442
RP11-730A19.1 ETG64678
RP11-730A19.1 ETG117103
ETG25522 ETG113894
ETG113894 ETG25522
ETG25522 ETG113894
ETG25522 ETG113894
ETG113894 ETG113894
ETG78968 RP23-134A17.1
ETG78968 ETG7316
ETG78968 RP23-134A17.1
ETG78968 RP23-134A17.1
ETG78968 ETG22186
ETG78968 ETG21386
ETG78968 ETG17873
ETG78968 RP23-319B15.1
ETG78968 ETG67500
ETG78968 ETG66830
ETG24804 ETG140941
ETG24804 ETG140593
ETG140941 ETG24804
ETG140593 ETG24804
ETG140941 ETG24804
ETG140593 ETG24804
ETG140941 ETG24804
ETG140593 ETG24804
ETG2861 ETG84591
ETG2891 ETG84591
RP11-125A15.2 ETG308051
ETG308051 RP11-125A15.2
ETG24784 ETG23327
ETG24680 YMR165C
ETG140639 ETG7316
ETG56816 ETG114558
ETG56816 ETG59319
ETG29274 ETG29274
ETG29274 ETG7321
ETG171097 ETG364686
ETG29731 ETG94339
ETG94339 ETG94339
PRO0852 ETG85240
RP11-133K1.12 ETG498301
PRO0852 ETG498301
ETG24316 ETG364686
ETG83620 ETG10048
ETG83620 ETG10048
ETG10048 ETG83620
ETG83620 ETG462444
ETG83620 ETG364686
ETG83620 ETG10048
ETG362245 ETG64158
ETG64862 ETG64158
ETG25152 ETG64158
ETG24680 ETG12043
ETG25023 ETG12043
ETG24681 ETG12043
ETG81650 ETG116636
ETG24680 ETG116636
ETG83633 ETG5705
ETG83633 ETG81827
ETG29192 ETG290823
ETG289231 ETG290823
ETG365872 ETG290823
ETG292788 ETG290823
ETG290823 ETG29192
ETG290823 ETG289231
ETG684112 ETG25578
ETG684112 ETG310615
ETG78975 ETG310615
ETG315649 ETG310615
ETG54300 ETG83814
ETG54300 RP3-390O13.2
ETG314856 ETG29527
ETG9515 ETG288080
ETG9515 ETG65028
ETG9515 ETG113893
ETG9515 ETG100363737
ETG9515 ETG362891
ETG9515 ETG361712
ETG9515 ETG311470
ETG9515 ETG362273
ETG9515 ETG296554
ETG9515 ETG314352
ETG9515 ETG293481
ETG9515 ETG100360302
ETG9515 ETG100363904
ETG9515 ETG100365839
ETG9515 ETG316273
ETG9515 ETG29236
ETG9515 ETG114023
ETG9515 ETG24818
ETG9515 ETG690632
